numero,nombre,tipo,contacto,mail,telefono,razon,contribuyente,cuit,fecha,activo,frecuencia,importe,nro_cuenta,pais
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,S.R.L,Responsable Inscripto,25-67890123-0,2024-01-04,True,Mensual,565167.0,405100,Argentina
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,17892.0,403103,Brasil
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,40499.0,405100,México
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,244932.0,403103,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,359060.0,405100,Colombia
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,481653.0,404100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,224200.0,404100,Uruguay
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,584457.0,405100,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,578491.0,405100,Colombia
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,global@logisticaglobal.com,(+)56 9 7654 3210,S.R.L,Monotributista,20-98765432-1,2020-01-01,True,Bimestral,761671.0,405100,Chile
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,430624.0,403103,Paraguay
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,711560.0,405100,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,66711.0,405100,Brasil
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,770156.0,405100,Colombia
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,420123.0,405100,México
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345678-9,2024-01-02,True,Mensual,295364.0,405100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,609063.0,404100,Uruguay
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,S.R.L,Responsable Inscripto,25-67890123-0,2024-01-04,True,Mensual,635642.0,405100,Argentina
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,supermercadovegano@mail.com,(+)58 5550-9222,S.R.L,Responsable Inscripto,34-01712356-5,2023-01-25,True,Bimestral,593821.0,403103,Venezuela
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,63032.0,403103,Brasil
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,41123.0,405100,México
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,506437.0,403103,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,523200.0,405100,Colombia
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345678-9,2024-01-02,True,Mensual,250149.0,405100,Argentina
D00108,Iniciativa Solidaria,Empresa,Contacto C,iniciativasolidaria@mail.com,(+)55 5747-7433,S.A.S,Monotributista,24-91224120-6,2022-04-10,False,Bimestral,758508.0,404100,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,futurocorporativo@mail.com,(+)595 5380-3426,S.A.S,Monotributista,27-23783266-6,2019-02-12,True,Mensual,148343.0,403103,Paraguay
D00127,Horizonte Ecológico,ONG,Contacto AWW,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,ONG,Monotributista,23-45678901-3,2024-04-01,True,Mensual,268596.0,405100,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,648108.0,405100,Colombia
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,S.R.L,Monotributista,20-22334455-6,2022-05-06,True,Mensual,768202.0,405100,Argentina
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,S.R.L,Responsable Inscripto,25-67890123-0,2024-01-04,True,Mensual,642222.0,405100,Argentina
D00112,Global Energies S.A.,Estado,Contacto A,globalenergiess.a.@example.net,(+)598 5503-7127,S.R.L,Responsable Inscripto,25-36901514-8,2019-08-13,True,Anual,558515.0,404100,Uruguay
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,29556.0,403103,Brasil
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,234530.0,403103,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,329953.0,405100,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,15614.0,405100,México
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,740873.0,404100,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,mercadopopular@example.com,(+)55 5550-9219,S.A.S,Monotributista,24-34193456-2,2020-12-22,True,Bimestral,40287.0,405100,Brasil
D00109,Innovatech Solutions,Estado,Contacto B,innovatechsolutions@mail.com,(+)54 5263-2378,S.A,Exento,24-56588769-6,2019-09-08,True,Bimestral,676243.0,404100,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,proyectogubernamental@mail.com,(+)598 5550-9219,GOB,Exento,29-75196406-1,2022-01-21,True,Mensual,508753.0,404100,Uruguay
D00124,Soluciones VerdeVida,ONG,Contacto DSF,ana.solis@verdevida.com,(+)54 9 11 1234 5678,ONG,Monotributista,20-12345678-9,2024-01-02,True,Mensual,473575.0,405100,Argentina
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,S.R.L,Responsable Inscripto,25-67890123-0,2024-01-04,True,Mensual,514844.0,405100,Argentina
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,laura.garcia@agroindustrias.com,(+)57 300 876 5432,S.A,Responsable Inscripto,33-11223344-5,2024-01-01,True,Mensual,556901.0,405100,Colombia
D00125,Innovación Global S.A.,Empresa,Contacto DDD,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,S.A,Responsable Inscripto,27-23456789-1,2024-02-02,True,Mensual,42628.0,403103,Brasil
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,laura.perez@futurobrillante.com,(+)56 9 8765 4321,S.A.S,Responsable Inscripto,30-34567890-2,2024-03-02,True,Mensual,531085.0,403103,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,marta.gonzalez@unicorp.org,(+)57 300 123 4567,ONG,Monotributista,33-56789012-4,2024-05-02,True,Mensual,471594.0,405100,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,S.A,Responsable Inscripto,30-99887766-7,2024-02-02,True,Mensual,34964.0,405100,México
