Numero Proveedor,Nombre Proveedor,CUIT,Categoria Proveedor,Tipo de Contribuyente,Contacto,Corre Electronico,Telefono,Razon Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Maps,Ciudad-maps
P00059,Proveedores SRL,30-98765437-1,Servicios,Responsable inscripto,Proveedores SRL,proveedores.srl@empresa.zom,9012-3456,S.R.L.,117707.0,29/1/24/,501400,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00017,Julio Fernández,30-98765437-1,Materiales,Monotributista,Julio Fernández,julio.fernandez@correo.zom,7890-1234,S.A.,121086.0,1/5/24/,516000,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00045,Compañía Zeta,30-98765437-1,Materiales,Monotributista,Gabriela Torres,gabriela.torres@empresa.com,5678-9012,S.A.,121389.0,29/6/24/,514100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00020,Juegos del Norte,30-98765437-1,Materiales,Responsable inscripto,Pablo Fernández,pablo.fernandez@empresa.zom,0123-4567,S.R.L.,122127.0,17/3/24/,506100,Trelew,Argentina,"(-43.2531242, -65.3094407)","Trelew, Argentina"
P00021,Distribuciones ABC,30-98765437-1,Servicios,Monotributista,Francisco Gómez,francisco.gomez@correo.zom,1234-5678,S.A.,122880.0,6/5/24/,509100,Calafate,Argentina,"(-19.92233555, -43.9702944964783)","Calafate, Argentina"
P00069,Proveedores Beta,30-98765437-1,Servicios,Responsable inscripto,Proveedores Beta,proveedores.beta@empresa.zom,9012-3456,S.A.,123157.0,21/6/24/,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00097,Proveedora Consultora,30-98765437-1,Servicios,Responsable inscripto,Proveedora Consultora,proveedora.consultora@empresa.zom,7890-1234,S.A.A,124891.0,30/6/24/,514100,Merlo,Argentina,"(-34.6604988, -58.7321695)","Merlo, Argentina"
P00087,Consultora Zeta SRL,30-98765437-1,Servicios,Responsable inscripto,Consultora Zeta,consultora.zeta@correo.zom,7890-1234,S.R.L.,127588.0,6/3/24/,501400,Resistencia,Argentina,"(-27.4511077, -58.9865196)","Resistencia, Argentina"
P00012,Proveedor Ltda.,30-98765437-1,Servicios,Responsable inscripto,Natalia Gómez,natalia.gomez@empresa.com,2345-6789,S.R.L.,128252.0,3/6/24/,501400,San Martín,Argentina,"(18.0814066, -63.0467131)","San Martín, Argentina"
P00023,Inversiones Sigma,30-98765437-1,Servicios,Responsable inscripto,Carlos Jiménez,carlos.jimenez@empresa.com,3456-7890,S.A.,128799.0,12/1/24/,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00019,Ana López,30-98765437-1,Servicios,Responsable inscripto,Ana López,ana.lopez@correo.com,9012-3456,S.A.,128838.0,6/4/24/,503100,La Plata,Argentina,"(-34.9206797, -57.9537638)","La Plata, Argentina"
P00082,Gabriela Torres,30-98765437-1,Servicios,Monotributista,Gabriela Torres,gabriela.torres@correo.com,2345-6789,S.R.L.,130478.0,16/5/24/,503100,Viedma,Argentina,"(-40.8084274, -62.994722)","Viedma, Argentina"
P00085,Estudio Consultores,30-98765437-1,Materiales,Responsable inscripto,Estudio Consultores,estudio.consultores@correo.com,5678-9012,S.A.A,134052.0,9/2/24/,514100,Villa Carlos Paz,Argentina,"(-31.4183774, -64.4936985)","Villa Carlos Paz, Argentina"
P00077,Javier Rodríguez,30-98765437-1,Servicios,Responsable inscripto,Javier Rodríguez,javier.rodriguez@correo.com,7890-1234,S.A.,135738.0,20/4/24/,503100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00093,Servicios Proveedores,30-98765437-1,Servicios,Responsable inscripto,Servicios Proveedores,servicios.proveedores@correo.zom,3456-7890,S.A.,135868.0,9/1/24/,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00083,Proveedora Gamma,30-98765437-1,Materiales,Responsable inscripto,Proveedora Gamma,proveedora.gamma@empresa.zom,3456-7890,S.A.,138336.0,12/2/24/,506100,Chaco,Argentina,"(-26.3829647, -60.8816092)","Chaco, Argentina"
P00003,Empresa XYZ,30-98765437-1,Materiales,Responsable inscripto,María López,maria.lopez@empresa.com,3456-7890,S.A.,139687.0,18/1/24/,506100,Posadas,Argentina,"(-27.3664824, -55.894295)","Posadas, Argentina"
P00051,Gabriela Morales,30-98765437-1,Materiales,Responsable inscripto,Gabriela Morales,gabriela.morales@correo.zom,1234-5678,S.A.,142460.0,17/3/24/,514100,Rawson,Argentina,"(-43.2995252, -65.1055636)","Rawson, Argentina"
P00078,Servicios Gamma S.A.,30-98765437-1,Materiales,Monotributista,Servicios Gamma,servicios.gamma@correo.zom,8901-2345,S.R.L.,143033.0,8/4/24/,506100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00058,Alejandro Martínez,30-98765437-1,Servicios,Monotributista,Alejandro Martínez,alejandro.martinez@correo.com,8901-2345,S.R.L.,144695.0,19/2/24/,516000,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00064,Consultora S.A.S.,30-98765437-1,Servicios,Monotributista,Consultora S.A.S.,consultora@correo.com,4567-8901,S.R.L.,146153.0,29/2/24/,501400,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00033,Servicios & Co.,30-98765437-1,Servicios,Monotributista,Gabriela Sánchez,gabriela.sanchez@correo.zom,3456-7890,S.A.,150420.0,29/3/24/,514100,Cordoba,Argentina,"(37.8845813, -4.7760138)","Cordoba, Argentina"
P00006,Grupo Alfa,30-98765437-1,Servicios,Responsable inscripto,Alberto Fernández,alberto.fernandez@empresa.zom,6789-0123,S.R.L.,150678.0,9/1/24/,501400,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00093,Servicios Proveedores,30-98765437-1,Servicios,Responsable inscripto,Servicios Proveedores,servicios.proveedores@correo.zom,3456-7890,S.A.,151263.0,27/6/24/,501400,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00040,Javier Martínez,30-98765437-1,Materiales,Responsable inscripto,Javier Martínez,javier.martinez@correo.com,0123-4567,S.R.L.,152989.0,18/3/24/,516000,Gualeguaychú,Argentina,"(-33.0078585, -58.5103466)","Gualeguaychú, Argentina"
P00061,Servicios Zeta S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Zeta,servicios.zeta@empresa.com,1234-5678,S.A.,153273.0,14/2/24/,509100,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00052,Pedro Sánchez,30-98765437-1,Agente impositivo,Monotributista,Pedro Sánchez,pedro.sanchez@correo.zom,2345-6789,S.R.L.,153937.0,18/2/24/,516000,Trelew,Argentina,"(-43.2531242, -65.3094407)","Trelew, Argentina"
P00079,Ana Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Ana Morales,ana.morales@correo.zom,9012-3456,S.A.A,155264.0,30/5/24/,509100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00009,Fernando Gómez,30-98765437-1,Materiales,Responsable inscripto,Fernando Gómez,fernando.gomez@correo.zom,9012-3456,S.A.,155351.0,6/3/24/,509100,Merlo,Argentina,"(-34.6604988, -58.7321695)","Merlo, Argentina"
P00032,Repuestos Zeta,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Ruiz,roberto.ruiz@empresa.zom,2345-6789,S.R.L.,156568.0,1/1/24/,509100,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00025,Servicios Delta,30-98765437-1,Agente impositivo,Responsable inscripto,Sergio García,sergio.garcia@empresa.zom,5678-9012,S.A.,156680.0,5/6/24/,506100,Rio Gallegos,Argentina,"(-51.6215268, -69.2150374)","Rio Gallegos, Argentina"
P00098,Consultora Alpha,30-98765437-1,Materiales,Monotributista,Consultora Alpha,consultora.alpha@correo.zom,8901-2345,S.R.L.,158472.0,4/4/24/,516000,Neuquén,Argentina,"(-38.3695057, -69.832275)","Neuquén, Argentina"
P00066,Marta López,30-98765437-1,Servicios,Monotributista,Marta López,marta.lopez@correo.zom,6789-0123,S.R.L.,158588.0,13/3/24/,506100,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00016,Marketing Global,30-98765437-1,Servicios,Responsable inscripto,Gabriela Gómez,gabriela.gomez@empresa.com,6789-0123,S.R.L.,158655.0,10/4/24/,514100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00089,Mariana Morales,30-98765437-1,Servicios,Responsable inscripto,Mariana Morales,mariana.morales@correo.com,9012-3456,S.A.,160810.0,25/1/24/,506100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
D00053,Estudio Jurídico Zeta,30-98765437-1,Servicios,Responsable inscripto,Estudio Jurídico,estudio.zeta@correo.com,3456-7890,S.A.,164873.0,3/1/24/,501400,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00013,Repuestos Omega,30-98765437-1,Servicios,Monotributista,Sergio Castro,sergio.castro@correo.zom,3456-7890,S.A.,165070.0,14/4/24/,503100,San Juan,Argentina,"(18.384239049999998, -66.05343997364733)","San Juan, Argentina"
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,165406.0,27/2/24/,514100,Junín,Argentina,"(-11.5, -75.0)","Junín, Argentina"
P00013,Repuestos Omega,30-98765437-1,Servicios,Monotributista,Sergio Castro,sergio.castro@correo.zom,3456-7890,S.A.,168452.0,1/2/24/,503100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00087,Consultora Zeta SRL,30-98765437-1,Servicios,Responsable inscripto,Consultora Zeta,consultora.zeta@correo.zom,7890-1234,S.R.L.,171619.0,19/3/24/,501400,San Martín,Argentina,"(18.0814066, -63.0467131)","San Martín, Argentina"
P00005,Carlos Méndez,30-98765437-1,Servicios,Monotributista,Carlos Méndez,carlos.mendez@correo.com,5678-9012,S.A.,173227.0,28/3/24/,514100,Formosa,Argentina,"(-24.5955306, -60.4289718)","Formosa, Argentina"
P00098,Consultora Alpha,30-98765437-1,Materiales,Monotributista,Consultora Alpha,consultora.alpha@correo.zom,8901-2345,S.R.L.,174377.0,25/2/24/,516000,San Pedro,Argentina,"(33.7358518, -118.2922934)","San Pedro, Argentina"
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,174615.0,14/3/24/,516000,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00095,Servicios Consultores,30-98765437-1,Servicios,Responsable inscripto,Servicios Consultores,servicios.consultores@correo.com,5678-9012,S.A.,176507.0,30/3/24/,506100,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00050,Servicios Zeta,30-98765437-1,Servicios,Monotributista,Servicios Zeta,servicios.zeta@empresa.zom,0123-4567,S.R.L.,184371.0,4/1/24/,509100,Jujuy,Argentina,"(-23.3161458, -65.7595288)","Jujuy, Argentina"
P00026,Carlos López,30-98765437-1,Materiales,Monotributista,Carlos López,carlos.lopez@correo.com,6789-0123,S.R.L.,185402.0,7/5/24/,509100,Chaco,Argentina,"(-26.3829647, -60.8816092)","Chaco, Argentina"
P00062,Ana Gómez,30-98765437-1,Materiales,Monotributista,Ana Gómez,ana.gomez@correo.com,2345-6789,S.R.L.,188554.0,17/6/24/,514100,San Fernando,Argentina,"(36.4646672, -6.1983492)","San Fernando, Argentina"
P00001,Proveedora S.A.,30-98765437-1,Servicios,Responsable inscripto,Juan Pérez,juan.perez@empresa.com,1234-5678,S.A.,189954.0,18/3/24/,501400,San Fernando,Argentina,"(36.4646672, -6.1983492)","San Fernando, Argentina"
P00091,Pedro Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Morales,pedro.morales@correo.zom,1234-5678,S.A.,193959.0,18/4/24/,514100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00096,Mariana Fernández,30-98765437-1,Materiales,Monotributista,Mariana Fernández,mariana.fernandez@correo.com,6789-0123,S.R.L.,197447.0,4/3/24/,509100,Calafate,Argentina,"(-19.92233555, -43.9702944964783)","Calafate, Argentina"
P00023,Inversiones Sigma,30-98765437-1,Servicios,Responsable inscripto,Carlos Jiménez,carlos.jimenez@empresa.com,3456-7890,S.A.,197818.0,29/2/24/,501400,Luján,Argentina,"(-34.5661734, -59.1152598)","Luján, Argentina"
P00039,Estudio Zeta,30-98765437-1,Agente impositivo,Responsable inscripto,Estudio Zeta,estudio.zeta@correo.zom,9012-3456,S.A.,201108.0,23/3/24/,514100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L.,202092.0,9/6/24/,514100,Mar del Plata,Argentina,"(-37.9977225, -57.5482703)","Mar del Plata, Argentina"
P00084,Fernando Pérez,30-98765437-1,Servicios,Monotributista,Fernando Pérez,fernando.perez@correo.zom,4567-8901,S.R.L.,202128.0,12/2/24/,509100,Luján,Argentina,"(-34.5661734, -59.1152598)","Luján, Argentina"
P00071,Servicios Gamma,30-98765437-1,Agente impositivo,Responsable inscripto,Servicios Gamma,servicios.gamma@correo.zom,1234-5678,S.A.,202261.0,3/3/24/,503100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00042,Gabriela López,30-98765437-1,Materiales,Responsable inscripto,Gabriela López,gabriela.lopez@correo.zom,2345-6789,S.R.L.,203310.0,14/2/24/,503100,San Rafael,Argentina,"(37.9747795, -122.5316686)","San Rafael, Argentina"
P00096,Mariana Fernández,30-98765437-1,Materiales,Monotributista,Mariana Fernández,mariana.fernandez@correo.com,6789-0123,S.R.L.,204006.0,11/5/24/,509100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00046,Pedro Ruiz,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Ruiz,pedro.ruiz@correo.com,6789-0123,S.R.L.,204022.0,26/1/24/,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00092,Consultora Zeta,30-98765437-1,Servicios,Monotributista,Consultora Zeta,consultora.zeta@empresa.zom,2345-6789,S.R.L.,204823.0,22/2/24/,516000,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00019,Ana López,30-98765437-1,Servicios,Responsable inscripto,Ana López,ana.lopez@correo.com,9012-3456,S.A.,207617.0,17/5/24/,503100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00091,Pedro Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Pedro Morales,pedro.morales@correo.zom,1234-5678,S.A.,209036.0,29/6/24/,514100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00031,María Gómez,30-98765437-1,Materiales,Monotributista,María Gómez,maria.gomez@correo.zom,1234-5678,S.A.,209204.0,20/1/24/,506100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00028,Andrés Martínez,30-98765437-1,Materiales,Responsable inscripto,Andrés Martínez,andres.martinez@correo.zom,8901-2345,S.R.L.,209460.0,6/5/24/,516000,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00078,Servicios Gamma S.A.,30-98765437-1,Materiales,Monotributista,Servicios Gamma,servicios.gamma@correo.zom,8901-2345,S.R.L.,210166.0,15/6/24/,506100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00035,Victor Pérez,30-98765437-1,Servicios,Monotributista,Victor Pérez,victor.perez@correo.zom,5678-9012,S.A.,212855.0,18/5/24/,501400,Gualeguaychú,Argentina,"(-33.0078585, -58.5103466)","Gualeguaychú, Argentina"
P00100,Gabriela Morales,30-98765437-1,Materiales,Monotributista,Gabriela Morales,gabriela.morales@empresa.zom,0123-4567,S.R.L.,213343.0,7/1/24/,503100,Rawson,Argentina,"(-43.2995252, -65.1055636)","Rawson, Argentina"
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,214016.0,18/1/24/,514100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00075,Servicios Alpha S.A.,30-98765437-1,Servicios,Responsable inscripto,Servicios Alpha,servicios.alpha@correo.zom,5678-9012,S.A.,215609.0,30/6/24/,516000,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00041,Proveedora SRL,30-98765437-1,Servicios,Monotributista,Proveedora SRL,proveedora.srl@empresa.zom,1234-5678,S.R.L.,216059.0,19/1/24/,501400,Merlo,Argentina,"(-34.6604988, -58.7321695)","Merlo, Argentina"
P00029,Grupo Omega,30-98765437-1,Servicios,Monotributista,Laura Fernández,laura.fernandez@correo.com,9012-3456,S.A.,217766.0,12/3/24/,501400,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00084,Fernando Pérez,30-98765437-1,Servicios,Monotributista,Fernando Pérez,fernando.perez@correo.zom,4567-8901,S.R.L.,219093.0,5/1/24/,509100,Gualeguaychú,Argentina,"(-33.0078585, -58.5103466)","Gualeguaychú, Argentina"
P00094,Gabriela Martínez,30-98765437-1,Agente impositivo,Monotributista,Gabriela Martínez,gabriela.martinez@empresa.zom,4567-8901,S.R.L.,220046.0,2/3/24/,503100,Mendoza,Argentina,"(-34.787093049999996, -68.43818677312292)","Mendoza, Argentina"
P00028,Andrés Martínez,30-98765437-1,Materiales,Responsable inscripto,Andrés Martínez,andres.martinez@correo.zom,8901-2345,S.R.L.,220966.0,25/3/24/,516000,Rafaela,Argentina,"(-31.2526923, -61.4916758)","Rafaela, Argentina"
P00027,Compañía Zeta,30-98765437-1,Servicios,Responsable inscripto,Ana García,ana.garcia@empresa.com,7890-1234,S.A.,224365.0,26/3/24/,514100,Villa Allende,Argentina,"(-31.2936231, -64.2976203)","Villa Allende, Argentina"
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L.,228756.0,16/2/24/,516000,San Martín,Argentina,"(18.0814066, -63.0467131)","San Martín, Argentina"
P00022,Roberto Morales,30-98765437-1,Agente impositivo,Responsable inscripto,Roberto Morales,roberto.morales@correo.com,2345-6789,S.R.L.,229012.0,10/6/24/,516000,Rawson,Argentina,"(-43.2995252, -65.1055636)","Rawson, Argentina"
P00099,Servicios Repuestos,30-98765437-1,Servicios,Responsable inscripto,Servicios Repuestos,servicios.repuestos@correo.com,9012-3456,S.A.,229885.0,26/5/24/,501400,Río Cuarto,Argentina,"(-33.1237585, -64.3489782)","Río Cuarto, Argentina"
P00025,Servicios Delta,30-98765437-1,Agente impositivo,Responsable inscripto,Sergio García,sergio.garcia@empresa.zom,5678-9012,S.A.,231991.0,30/5/24/,506100,San Fernando,Argentina,"(36.4646672, -6.1983492)","San Fernando, Argentina"
P00015,Rosa Pérez,30-98765437-1,Agente impositivo,Responsable inscripto,Rosa Pérez,rosa.perez@correo.zom,5678-9012,S.A.,234322.0,19/5/24/,509100,San Miguel de Tucumán,Argentina,"(-26.8303703, -65.2038133)","San Miguel de Tucumán, Argentina"
P00016,Marketing Global,30-98765437-1,Servicios,Responsable inscripto,Gabriela Gómez,gabriela.gomez@empresa.com,6789-0123,S.R.L.,234752.0,9/4/24/,514100,Bahía Blanca,Argentina,"(-38.7176522, -62.2654871)","Bahía Blanca, Argentina"
P00047,Servicios SRL,30-98765437-1,Servicios,Responsable inscripto,Servicios SRL,servicios.srl@empresa.zom,7890-1234,S.R.L.,238252.0,1/5/24/,501400,Villa María,Argentina,"(-32.4106245, -63.2435809)","Villa María, Argentina"
P00010,Soluciones Gama,30-98765437-1,Servicios,Responsable inscripto,Javier Martínez,javier.martinez@empresa.com,0123-4567,S.R.L.,242014.0,2/5/24/,514100,Rosario,Argentina,"(-32.9593609, -60.6617024)","Rosario, Argentina"
P00089,Mariana Morales,30-98765437-1,Servicios,Responsable inscripto,Mariana Morales,mariana.morales@correo.com,9012-3456,S.A.,243339.0,18/1/24/,506100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00024,Mariana Rodríguez,30-98765437-1,Servicios,Monotributista,Mariana Rodríguez,mariana.rodriguez@correo.zom,4567-8901,S.R.L.,246479.0,11/3/24/,503100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00080,Consultora Beta SRL,30-98765437-1,Servicios,Monotributista,Consultora Beta,consultora.beta@correo.zom,0123-4567,S.R.L.,248564.0,22/6/24/,516000,San Fernando,Argentina,"(36.4646672, -6.1983492)","San Fernando, Argentina"
P00014,Estudio Jurídico Alfa,30-98765437-1,Materiales,Responsable inscripto,María Hernández,maria.hernandez@correo.com,4567-8901,S.R.L.,248954.0,19/6/24/,506100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00017,Julio Fernández,30-98765437-1,Materiales,Monotributista,Julio Fernández,julio.fernandez@correo.zom,7890-1234,S.A.,252040.0,5/3/24/,516000,Neuquén,Argentina,"(-38.3695057, -69.832275)","Neuquén, Argentina"
P00021,Distribuciones ABC,30-98765437-1,Servicios,Monotributista,Francisco Gómez,francisco.gomez@correo.zom,1234-5678,S.A.,270035.0,28/3/24/,509100,Buenos Aires,Argentina,"(-34.6083696, -58.4440583)","Buenos Aires, Argentina"
P00008,Compañía Beta,30-98765437-1,Agente impositivo,Monotributista,Laura Martínez,laura.martinez@empresa.zom,8901-2345,S.R.L.,283772.0,21/1/24/,506100,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
P00020,Juegos del Norte,30-98765437-1,Materiales,Responsable inscripto,Pablo Fernández,pablo.fernandez@empresa.zom,0123-4567,S.R.L.,292966.0,15/4/24/,506100,Viedma,Argentina,"(-40.8084274, -62.994722)","Viedma, Argentina"
P00018,Consultora Zeta,30-98765437-1,Servicios,Responsable inscripto,Laura Sánchez,laura.sanchez@empresa.zom,8901-2345,S.R.L.,299795.0,4/2/24/,501400,Santiago del Estero,Argentina,"(-27.6431016, -63.5408542)","Santiago del Estero, Argentina"
